"site_order","site_description","site_id","category","coastline","long","lat","active","site_id-2","sample_date","sample_time","analysis_completed","sample_temp_c","censored_value","numeric_value","filename","lab_code","monitoring_group"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-07-04","08:09:00","2025-07-06","3.2","550","550","Oelofse G.119.pdf","WLAB","daily"
"53","Dalebrook Tidal Pool","CS03","Recreational Node","False Bay","18.45291667","-34.12403333","True","CS03","2025-07-03","09:41:00","2025-07-05","1.4","39","39","CWQ_124(03.07.2025).pdf","WLAB","routine"
"87","Simons Town Diving School","XCS22","Coastal Monitoring Point","False Bay","18.42901","-34.191781","True","XCS22","2025-07-03","10:55:00","2025-07-05","1.4","286","286","CWQ_124(03.07.2025).pdf","WLAB","routine"
"86","Simons Town Harbour","XCS21","Coastal Monitoring Point","False Bay","18.432861","-34.192772","True","XCS21","2025-07-03","11:02:00","2025-07-05","1.4","960","960","CWQ_124(03.07.2025).pdf","WLAB","routine"
"43","Seaforth Beach","XCS13","Recreational Node","False Bay","18.44663889","-34.19394444","True","XCS13","2025-07-03","11:11:00","2025-07-05","1.4","2 660","2660","CWQ_124(03.07.2025).pdf","WLAB","routine"
"57","Muizenberg Pavilion","CS16","Recreational Node","False Bay","18.472645","-34.107968","True","CS16","2025-07-03","09:05:00","2025-07-05","1.4","193","193","CWQ_124(03.07.2025).pdf","WLAB","routine"
"54","Dangers Beach","CS44","Recreational Node","False Bay","18.4561023","-34.12143007","True","CS44","2025-07-03","09:36:00","2025-07-05","1.4","30","30","CWQ_124(03.07.2025).pdf","WLAB","routine"
"42","Boulders Beach","XCS32","Recreational Node","False Bay","18.45221667","-34.19796667","True","XCS32","2025-07-03","11:23:00","2025-07-05","1.4","450","450","CWQ_124(03.07.2025).pdf","WLAB","routine"
"41","Windmill Beach","CS36","Recreational Node","False Bay","18.45634199","-34.20104751","True","CS36","2025-07-03","11:32:00","2025-07-05","1.4","330","330","CWQ_124(03.07.2025).pdf","WLAB","routine"
"40","Fishermans Beach","XCS12","Recreational Node","False Bay","18.45838889","-34.20596667","True","XCS12","2025-07-03","11:40:00","2025-07-05","1.4","283","283","CWQ_124(03.07.2025).pdf","WLAB","routine"
"85","Millers Point","XCS11","Coastal Monitoring Point","False Bay","18.471959","-34.229893","True","XCS11","2025-07-03","11:57:00","2025-07-05","1.4","11","11","CWQ_124(03.07.2025).pdf","WLAB","routine"
"39","Miller's Point Tidal Pool","CS37","Recreational Node","False Bay","18.476052","-34.231397","True","CS37","2025-07-03","12:15:00","2025-07-05","1.4","52","52","CWQ_124(03.07.2025).pdf","WLAB","routine"
"56","Muizenberg Surfers Corner","CS34","Recreational Node","False Bay","18.470834","-34.108983","True","CS34","2025-07-03","09:11:00","2025-07-05","1.4","234","234","CWQ_124(03.07.2025).pdf","WLAB","routine"
"88","Muizenberg Station","CS06","Coastal Monitoring Point","False Bay","18.468846","-34.10961","True","CS06","2025-07-03","09:17:00","2025-07-05","1.4","350","350","CWQ_124(03.07.2025).pdf","WLAB","routine"
"55","St James Tidal Pool","CS04","Recreational Node","False Bay","18.459533","-34.118862","True","CS04","2025-07-03","09:26:00","2025-07-05","1.4","52","52","CWQ_124(03.07.2025).pdf","WLAB","routine"
"52","Kalk Bay Tidal Pool","CS02","Recreational Node","False Bay","18.4506","-34.12638333","True","CS02","2025-07-03","09:47:00","2025-07-05","1.4","203","203","CWQ_124(03.07.2025).pdf","WLAB","routine"
"51","Kalk Bay Harbour Beach","CS01A","Recreational Node","False Bay","18.4483","-34.12875","True","CS01A","2025-07-03","09:54:00","2025-07-05","1.4","920","920","CWQ_124(03.07.2025).pdf","WLAB","routine"
"45","Glencairn Tidal Pool","CS38","Recreational Node","False Bay","18.432068","-34.162559","True","CS38","2025-07-03","10:39:00","2025-07-05","1.4","156","156","CWQ_124(03.07.2025).pdf","WLAB","routine"
"46","Glencairn Beach","XCS15","Recreational Node","False Bay","18.43218333","-34.15981667","True","XCS15","2025-07-03","10:33:00","2025-07-05","1.4","103","103","CWQ_124(03.07.2025).pdf","WLAB","routine"
"47","Fish Hoek Beach Jager Walk","CS35","Recreational Node","False Bay","18.432959","-34.141276","True","CS35","2025-07-03","10:25:00","2025-07-05","1.4","1 330","1330","CWQ_124(03.07.2025).pdf","WLAB","routine"
"48","Fish Hoek Beach","CS41","Recreational Node","False Bay","18.43275173","-34.1394567","True","CS41","2025-07-03","10:18:00","2025-07-05","1.4","810","810","CWQ_124(03.07.2025).pdf","WLAB","routine"
"49","Clovelly Beach","XCS17","Recreational Node","False Bay","18.43955","-34.13281667","True","XCS17","2025-07-03","10:08:00","2025-07-05","1.4","1 490","1490","CWQ_124(03.07.2025).pdf","WLAB","routine"
"50","Woolley's Tidal Pool","CS42","Recreational Node","False Bay","18.44543279","-34.13273121","True","CS42","2025-07-03","10:02:00","2025-07-05","1.4","268","268","CWQ_124(03.07.2025).pdf","WLAB","routine"
"58","Sunrise Beach Parking Area","CS07","Recreational Node","False Bay","18.482613","-34.104809","True","CS07","2025-07-03","08:57:00","2025-07-05","1.4","1 110","1110","CWQ_124(03.07.2025).pdf","WLAB","routine"
"44","Simons Town Long Beach","XCS14","Recreational Node","False Bay","18.42655556","-34.18741667","True","XCS14","2025-07-03","10:47:00","2025-07-05","1.4","320","320","CWQ_124(03.07.2025).pdf","WLAB","routine"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-07-03","08:20:00","2025-07-05","1.4","41","41","Infinity Environmental AD.180.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-07-03","09:30:00","2025-07-05","3.6","390","390","Oelofse G.118.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-07-03","08:25:00","2025-07-05","1.4","62","62","Infinity Environmental AD.180.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-07-03","08:15:00","2025-07-05","1.4","50","50","Infinity Environmental AD.180.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-07-03","09:39:00","2025-07-05","3.6","530","530","Oelofse G.118.pdf","WLAB","daily"
"64","Monwabisi Tidal Pool","XCS18","Recreational Node","False Bay","18.68863333","-34.07313333","True","XCS18","2025-07-02",NULL,"2025-07-04","3.2","49","49","CWQ_123(02.07.2025).pdf","WLAB","routine"
"63","Mnandi Beach","CS19","Recreational Node","False Bay","18.622209","-34.075324","True","CS19","2025-07-02",NULL,"2025-07-04","3.2","220","220","CWQ_123(02.07.2025).pdf","WLAB","routine"
"73","Kogel Bay Beach","XCS09","Recreational Node","False Bay","18.85032","-34.236774","True","XCS09","2025-07-02","10:35:00","2025-07-04","3.2","3","3","CWQ_122(02.07.2025).pdf","WLAB","routine"
"102","Strand Pavillion Jetty","XCS28","Coastal Monitoring Point","False Bay","18.827206","-34.118619","True","XCS28","2025-07-02","11:56:00","2025-07-04","3.2","1 390","1390","CWQ_122(02.07.2025).pdf","WLAB","routine"
"103","Strand Adjacent to Indoor Swimming Pool","XCS35","Coastal Monitoring Point","False Bay","18.82886575","-34.11996962","True","XCS35","2025-07-02","11:59:00","2025-07-04","3.2","1 030","1030","CWQ_122(02.07.2025).pdf","WLAB","routine"
"99","Strand Stormwater Outlet Murray Street & Beach Road","CS30","Coastal Monitoring Point","False Bay","18.823639","-34.116424","True","CS30","2025-07-02","12:13:00","2025-07-04","3.2","25","25","CWQ_122(02.07.2025).pdf","WLAB","routine"
"101","Strand Beach Between Melkbaai and Da Gama Street","CS31","Coastal Monitoring Point","False Bay","18.81975","-34.1093611","True","CS31","2025-07-02","12:17:00","2025-07-04","3.2","33","33","CWQ_122(02.07.2025).pdf","WLAB","routine"
"100","Strand Opposite Burnard Street","XCS27","Coastal Monitoring Point","False Bay","18.821155","-34.111664","True","XCS27","2025-07-02","12:23:00","2025-07-04","3.2","39","39","CWQ_122(02.07.2025).pdf","WLAB","routine"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-07-02","12:25:00","2025-07-04","3.2","34","34","CWQ_122(02.07.2025).pdf","WLAB","routine"
"98","Strand Adjacent to Water Slides","CS32","Coastal Monitoring Point","False Bay","18.814436","-34.105044","True","CS32","2025-07-02","12:34:00","2025-07-04","3.2","44","44","CWQ_122(02.07.2025).pdf","WLAB","routine"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-07-02","12:40:00","2025-07-04","3.2","126","126","CWQ_122(02.07.2025).pdf","WLAB","routine"
"97","Strand MPA","CS33","Coastal Monitoring Point","False Bay","18.806914","-34.098667","True","CS33","2025-07-02","12:45:00","2025-07-04","3.2","282","282","CWQ_122(02.07.2025).pdf","WLAB","routine"
"66","Macassar Beach","XCS19","Recreational Node","False Bay","18.749314","-34.078065","True","XCS19","2025-07-02","13:08:00","2025-07-04","3.2","36","36","CWQ_122(02.07.2025).pdf","WLAB","routine"
"72","Gordons Bay Bikini Beach","XCS08","Recreational Node","False Bay","18.85868333","-34.16555","True","XCS08","2025-07-02","10:54:00","2025-07-04","3.2","14","14","CWQ_122(02.07.2025).pdf","WLAB","routine"
"107","Gordons Bay Harbour Center","XCS07","Coastal Monitoring Point","False Bay","18.85915","-34.16485","True","XCS07","2025-07-02","10:59:00","2025-07-04","3.2","151","151","CWQ_122(02.07.2025).pdf","WLAB","routine"
"90","Sonwabe Parking Area","CS10","Coastal Monitoring Point","False Bay","18.51144","-34.096455","True","CS10","2025-07-02",NULL,"2025-07-04","3.2","44","44","CWQ_123(02.07.2025).pdf","WLAB","routine"
"71","Gordons Bay Milkwoods","CS29","Recreational Node","False Bay","18.865056","-34.161691","True","CS29","2025-07-02","11:06:00","2025-07-04","3.2","46","46","CWQ_122(02.07.2025).pdf","WLAB","routine"
"70","Gordons Bay East Beach","XCS05","Recreational Node","False Bay","18.86756667","-34.160632","True","XCS05","2025-07-02","11:10:00","2025-07-04","3.2","19","19","CWQ_122(02.07.2025).pdf","WLAB","routine"
"93","Mitchells Plain WWED","CS18","Coastal Monitoring Point","False Bay","18.59825","-34.07793333","True","CS18","2025-07-02",NULL,"2025-07-04","3.2","61","61","CWQ_123(02.07.2025).pdf","WLAB","routine"
"105","Gordon's Bay Sir Lowry's Pass River","XCS04","Coastal Monitoring Point","False Bay","18.866507","-34.157527","True","XCS04","2025-07-02","11:18:00","2025-07-04","3.2","33","33","CWQ_122(02.07.2025).pdf","WLAB","routine"
"106","Gordons Bay Harbour Island","XCS23","Coastal Monitoring Point","False Bay","18.857723","-34.152222","True","XCS23","2025-07-02","11:24:00","2025-07-04","3.2","2 310","2310","CWQ_122(02.07.2025).pdf","WLAB","routine"
"104","Gordons Bay WWTW","XCS01","Coastal Monitoring Point","False Bay","18.85288333","-34.14705","True","XCS01","2025-07-02","11:33:00","2025-07-04","3.2","870","870","CWQ_122(02.07.2025).pdf","WLAB","routine"
"69","Strand Harmonie Park Jetty","XCS29","Recreational Node","False Bay","18.84579525","-34.13991145","True","XCS29","2025-07-02","11:43:00","2025-07-04","3.2","16","16","CWQ_122(02.07.2025).pdf","WLAB","routine"
"65","Monwabisi Beach","XCS30","Recreational Node","False Bay","18.68996667","-34.07284056","True","XCS30","2025-07-02",NULL,"2025-07-04","3.2","79","79","CWQ_123(02.07.2025).pdf","WLAB","routine"
"60","Strandfontein Tidal Pool","CS17","Recreational Node","False Bay","18.55351667","-34.08911667","True","CS17","2025-07-02",NULL,"2025-07-04","3.2","8","8","CWQ_123(02.07.2025).pdf","WLAB","routine"
"91","Strandfontein Point West Of Tidal Pool","CS13","Coastal Monitoring Point","False Bay","18.54887567","-34.0888532","True","CS13","2025-07-02",NULL,"2025-07-04","3.2","31","31","CWQ_123(02.07.2025).pdf","WLAB","routine"
"92","Lukanon Drive Near WW Pump Station","CS14","Coastal Monitoring Point","False Bay","18.58851667","-34.07981667","True","CS14","2025-07-02",NULL,"2025-07-04","3.2","52","52","CWQ_123(02.07.2025).pdf","WLAB","routine"
"96","Mnandi Beach West Of Lifesaving Tower","CS15","Coastal Monitoring Point","False Bay","18.61866667","-34.07538333","True","CS15","2025-07-02",NULL,"2025-07-04","3.2","197","197","CWQ_123(02.07.2025).pdf","WLAB","routine"
"89","Lifebox 23","CS09","Coastal Monitoring Point","False Bay","18.50106667","-34.09868333","True","CS09","2025-07-02",NULL,"2025-07-04","3.2","46","46","CWQ_123(02.07.2025).pdf","WLAB","routine"
"59","Ribbon Road Parking Area","CS11","Recreational Node","False Bay","18.523396","-34.093636","True","CS11","2025-07-02",NULL,"2025-07-04","3.2","49","49","CWQ_123(02.07.2025).pdf","WLAB","routine"
"94","Mitchells Plain Stormwater Discharge East","CS23E","Coastal Monitoring Point","False Bay","18.61221667","-34.07566667","True","CS23E","2025-07-02",NULL,"2025-07-04","3.2","96","96","CWQ_123(02.07.2025).pdf","WLAB","routine"
"95","Mitchells Plain Stormwater Discharge West","CS23W","Coastal Monitoring Point","False Bay","18.610164","-34.076124","True","CS23W","2025-07-02",NULL,"2025-07-04","3.2","119","119","CWQ_123(02.07.2025).pdf","WLAB","routine"
"61","Strandfontein Beach","CS45","Recreational Node","False Bay","18.55744323","-34.08733837","True","CS45","2025-07-02",NULL,"2025-07-04","3.2","38","38","CWQ_123(02.07.2025).pdf","WLAB","routine"
"62","Blue Waters Resort","CS46","Recreational Node","False Bay","18.58049079","-34.08177896","True","CS46","2025-07-02",NULL,"2025-07-04","3.2","59","59","CWQ_123(02.07.2025).pdf","WLAB","routine"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-07-02","08:56:00","2025-07-04","3.2","59","59","Infinity Environmental AD.179.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-07-02","09:31:00","2025-07-04","3.6","123","123","Oelofse G.117.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-07-02","09:22:00","2025-07-04","3.6","73","73","Oelofse G.117.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-07-02","09:06:00","2025-07-04","3.2","46","46","Infinity Environmental AD.179.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-07-02","09:50:00","2025-07-04","3.2","93","93","Infinity Environmental AD.179.pdf","WLAB","daily"
"80","Maidens Cove Tidal Pool West Outside","CN19O","Coastal Monitoring Point","Atlantic","18.37331667","-33.94483333","True","CN19O","2025-07-01","11:05:00","2025-07-03","4.6","9","9","CWQ_121(01.07.2025).pdf","WLAB","routine"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-07-01","10:37:00","2025-07-03","4.6","4","4","CWQ_121(01.07.2025).pdf","WLAB","routine"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-07-01","10:22:00","2025-07-03","4.6","16","16","Infinity Environmental AD.178(FB).pdf","WLAB","routine"
"26","Camps Bay Tidal Pool","CN12A","Recreational Node","Atlantic","18.375176","-33.955052","True","CN12A","2025-07-01","10:09:00","2025-07-03","4.6","5","5","CWQ_121(01.07.2025).pdf","WLAB","routine"
"27","Barley Bay","CN14","Recreational Node","Atlantic","18.37688167","-33.95765444","True","CN14","2025-07-01","09:58:00","2025-07-03","4.6","9","9","CWQ_121(01.07.2025).pdf","WLAB","routine"
"21","Maidens Cove Tidal Pool East Inside","CN20I","Recreational Node","Atlantic","18.374671","-33.945203","True","CN20I","2025-07-01","11:00:00","2025-07-03","4.6","20","20","CWQ_121(01.07.2025).pdf","WLAB","routine"
"19","Maidens Cove North Sandy Cove","CN10","Recreational Node","Atlantic","18.37227917","-33.94339361","True","CN10","2025-07-01","11:02:00","2025-07-03","4.6","4","4","CWQ_121(01.07.2025).pdf","WLAB","routine"
"20","Maidens Cove Tidal Pool West Inside","CN19I","Recreational Node","Atlantic","18.37335","-33.944889","True","CN19I","2025-07-01","11:04:00","2025-07-03","4.6","2","2","CWQ_121(01.07.2025).pdf","WLAB","routine"
"23","Camps Bay North","CN30","Recreational Node","Atlantic","18.377445","-33.948847","True","CN30","2025-07-01","10:43:00","2025-07-03","4.6","6","6","CWQ_121(01.07.2025).pdf","WLAB","routine"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-07-01","10:51:00","2025-07-03","4.6","25","25","CWQ_121(01.07.2025).pdf","WLAB","routine"
"34","Hout Bay Chapmans Peak","XCN10","Recreational Node","Atlantic","18.3602","-34.04781667","True","XCN10","2025-07-01","08:32:00","2025-07-03","4.6","82","82","CWQ_121(01.07.2025).pdf","WLAB","routine"
"81","Camps Bay Tidal Pool Outside","CN12O","Coastal Monitoring Point","Atlantic","18.3751025","-33.95513444","True","CN12O","2025-07-01","10:11:00","2025-07-03","4.6","ND","0","CWQ_121(01.07.2025).pdf","WLAB","routine"
"18","Clifton Fourth Beach","CN09","Recreational Node","Atlantic","18.374417","-33.940619","True","CN09","2025-07-01","11:16:00","2025-07-03","4.6","12","12","CWQ_121(01.07.2025).pdf","WLAB","routine"
"17","Clifton Second Beach","CN42","Recreational Node","Atlantic","18.376607","-33.937505","True","CN42","2025-07-01","11:27:00","2025-07-03","4.6","2","2","CWQ_121(01.07.2025).pdf","WLAB","routine"
"33","Hout Bay Mariners Wharf","HB13","Recreational Node","Atlantic","18.34918168","-34.04741935","True","HB13","2025-07-01","08:45:00","2025-07-03","4.6","78","78","CWQ_121(01.07.2025).pdf","WLAB","routine"
"82","Logies Bay","CN38","Coastal Monitoring Point","Atlantic","18.34164296","-34.00508097","True","CN38","2025-07-01","09:11:00","2025-07-03","4.6","3","3","CWQ_121(01.07.2025).pdf","WLAB","routine"
"32","Llandudno","XCN03","Recreational Node","Atlantic","18.34031","-34.007816","True","XCN03","2025-07-01","09:19:00","2025-07-03","4.6","31","31","CWQ_121(01.07.2025).pdf","WLAB","routine"
"30","Cosy Bay","CN39","Recreational Node","Atlantic","18.36154654","-33.98211535","True","CN39","2025-07-01","09:37:00","2025-07-03","4.6","4","4","CWQ_121(01.07.2025).pdf","WLAB","routine"
"28","Beta Beach","CN40","Recreational Node","Atlantic","18.37450268","-33.95956009","True","CN40","2025-07-01","09:45:00","2025-07-03","4.6","9","9","CWQ_121(01.07.2025).pdf","WLAB","routine"
"29","Bakoven Beach","CN21","Recreational Node","Atlantic","18.37306972","-33.96049972","True","CN21","2025-07-01","09:50:00","2025-07-03","4.6","20","20","CWQ_121(01.07.2025).pdf","WLAB","routine"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-07-01","08:05:00","2025-07-03","4.6","43","43","Infinity Environmental AD.177.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-07-01","09:21:00","2025-07-03","2.5","50","50","Oelofse G.116.pdf","WLAB","daily"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-07-01","08:17:00","2025-07-03","4.6","66","66","Infinity Environmental AD.177.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-07-01","08:10:00","2025-07-03","4.6","32","32","Infinity Environmental AD.177.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-07-01","09:13:00","2025-07-03","2.5","42","42","Oelofse G.116.pdf","WLAB","daily"
"6","Tableview","XCN06","Recreational Node","Atlantic","18.4761","-33.82303333","True","XCN06","2025-06-30","10:35:00","2025-07-02","4.1","2","2","CWQ_120(30.06.2025).pdf","WLAB","routine"
"79","Saunders Rocks Sandy Beach","CN16A","Coastal Monitoring Point","Atlantic","18.377242","-33.923944","True","CN16A","2025-06-30","11:37:00","2025-07-02","4.1","18","18","CWQ_120(30.06.2025).pdf","WLAB","routine"
"15","Saunders Rocks Tidal Pool Outside","CN16O","Recreational Node","Atlantic","18.377186","-33.924225","True","CN16O","2025-06-30","11:36:00","2025-07-02","4.1","53","53","CWQ_120(30.06.2025).pdf","WLAB","routine"
"16","Saunders Rocks Tidal Pool","CN16I","Recreational Node","Atlantic","18.377048","-33.924335","True","CN16I","2025-06-30","11:35:00","2025-07-02","4.1","3","3","CWQ_120(30.06.2025).pdf","WLAB","routine"
"8","Lagoon Beach","CN22","Recreational Node","Atlantic","18.481274","-33.892047","True","CN22","2025-06-30","11:05:00","2025-07-02","4.1","231","231","CWQ_120(30.06.2025).pdf","WLAB","routine"
"7","Milnerton Lighthouse","XCN04","Recreational Node","Atlantic","18.48665","-33.88135","True","XCN04","2025-06-30","10:55:00","2025-07-02","4.1","43","43","CWQ_120(30.06.2025).pdf","WLAB","routine"
"4","Big Bay","XCN12","Recreational Node","Atlantic","18.45666667","-33.7938","True","XCN12","2025-06-30","09:51:00","2025-07-02","4.1","6","6","Infinity Environmental AD.176(FB).pdf","WLAB","routine"
"5","Small Bay","CN37","Recreational Node","Atlantic","18.45822252","-33.79914844","True","CN37","2025-06-30","10:24:00","2025-07-02","4.1","16","16","CWQ_120(30.06.2025).pdf","WLAB","routine"
"74","Blouberg Big Bay Near STW Drain","XCN13","Coastal Monitoring Point","Atlantic","18.45003217","-33.78464061","True","XCN13","2025-06-30","09:56:00","2025-07-02","4.1","2","2","CWQ_120(30.06.2025).pdf","WLAB","routine"
"9","Mouille Point Beach","CN04","Recreational Node","Atlantic","18.40758333","-33.89918333","True","CN04","2025-06-30","12:42:00","2025-07-02","4.1","29","29","CWQ_120(30.06.2025).pdf","WLAB","routine"
"75","Green Point Pump Station","CN05","Coastal Monitoring Point","Atlantic","18.39882","-33.900318","True","CN05","2025-06-30","12:30:00","2025-07-02","4.1","25","25","CWQ_120(30.06.2025).pdf","WLAB","routine"
"76","Three Anchor Bay NW Rocks","CN06","Coastal Monitoring Point","Atlantic","18.39745","-33.90551667","True","CN06","2025-06-30","12:22:00","2025-07-02","4.1","98","98","CWQ_120(30.06.2025).pdf","WLAB","routine"
"10","Three Anchor Bay Beach","CN36","Recreational Node","Atlantic","18.39798198","-33.90611137","True","CN36","2025-06-30","12:21:00","2025-07-02","4.1","91","91","CWQ_120(30.06.2025).pdf","WLAB","routine"
"11","Rocklands Beach","CN06C","Recreational Node","Atlantic","18.39336667","-33.90851667","True","CN06C","2025-06-30","12:14:00","2025-07-02","4.1","34","34","CWQ_120(30.06.2025).pdf","WLAB","routine"
"77","Milton Beach Tidal Pool Outside","CN18O","Coastal Monitoring Point","Atlantic","18.38618333","-33.91453333","True","CN18O","2025-06-30","12:05:00","2025-07-02","4.1","26","26","CWQ_120(30.06.2025).pdf","WLAB","routine"
"12","Milton Beach Tidal Pool","CN18I","Recreational Node","Atlantic","18.386189","-33.914455","True","CN18I","2025-06-30","12:04:00","2025-07-02","4.1","2","2","CWQ_120(30.06.2025).pdf","WLAB","routine"
"78","Sunset Beach","CN08O","Coastal Monitoring Point","Atlantic","18.38075","-33.91991667","True","CN08O","2025-06-30","11:51:00","2025-07-02","4.1","13","13","CWQ_120(30.06.2025).pdf","WLAB","routine"
"13","Queen's Beach Tidal Pool","CN34","Recreational Node","Atlantic","18.37869426","-33.92108985","True","CN34","2025-06-30","11:46:00","2025-07-02","4.1","11","11","CWQ_120(30.06.2025).pdf","WLAB","routine"
"14","Queen's Beach Gully","CN35","Recreational Node","Atlantic","18.37825668","-33.92135956","True","CN35","2025-06-30","11:44:00","2025-07-02","4.1","13","13","CWQ_120(30.06.2025).pdf","WLAB","routine"
"3","Melkbosstrand","XCN07","Recreational Node","Atlantic","18.44006","-33.726691","True","XCN07","2025-06-30","09:37:00","2025-07-02","4.1","11","11","CWQ_120(30.06.2025).pdf","WLAB","routine"
"22","Glen Beach","CN31","Recreational Node","Atlantic","18.377192","-33.947056","True","CN31","2025-06-30","09:15:00","2025-07-02","4.1","25","25","Infinity Environmental AD.175.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-06-30","09:23:00","2025-07-02","2.8","98","98","Oelofse G.115.pdf","WLAB","daily"
"68","Strand Lifesaving Club","XCS26","Recreational Node","False Bay","18.81753333","-34.10616667","True","XCS26","2025-06-30","09:15:00","2025-07-02","2.8","106","106","Oelofse G.115.pdf","WLAB","daily"
"25","Camps Bay South","CN11","Recreational Node","Atlantic","18.37566417","-33.95262556","True","CN11","2025-06-30","08:06:00","2025-07-02","4.1","18","18","Infinity Environmental AD.175.pdf","WLAB","daily"
"24","Camps Bay Central","CN41","Recreational Node","Atlantic","18.37711225","-33.95092422","True","CN41","2025-06-30","08:11:00","2025-07-02","4.1","12","12","Infinity Environmental AD.175.pdf","WLAB","daily"
"67","Strand Pipe Surfing","XCS34","Recreational Node","False Bay","18.81328622","-34.10333837","True","XCS34","2025-06-27","12:07:00","2025-06-29","4.8","1 260","1260","CWQ_119(27.06.2025).pdf","WLAB","routine"
